name,color,price_old,price_new,image,warranty,condition,accessories,CPU,RAM,capacity,time,battery
Điện thoại Masstel Fami 50 4G,Màu: Đen,230.000₫,600.000₫,"https://img.tgdd.vn/imgt/old/f_webp,fit_outside,quality_75/https://cdn.tgdd.vn/may-cu/Desktop/2024-10-03/0_45349601_masstelfami504gden_1727941331986.jpg",Chính hãng đến 06/09/2025,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46055874_masstelfami504gden_1744961693689.jpg,Chính hãng đến 23/01/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/10/0_45934698_masstelfami504gxanhla_1739178214091.jpg,Chính hãng đến 11/01/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/10/0_45878120_masstelfami504gden_1739160666744.jpg,Chính hãng đến 05/01/2026,Có trầy xước,"Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/25/0_46252248_masstelfami504gxanhla_1745589648549.jpg,Chính hãng đến 03/02/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46165939_masstelfami504gden_1743669139544.jpg,Chính hãng đến 06/01/2026,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/19/0_45989017_masstelfami504gxanhduong_1739948125136.jpg,Chính hãng đến 24/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/07/0_45862034_masstelfami504gden_1738898797249.jpg,Chính hãng đến 05/01/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/01/0_46164679_masstelfami504gden_1743496404397.jpg,Chính hãng đến 19/12/2025,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/08/0_45824695_masstelfami504gxanhduong_1736339952013.jpg,Chính hãng đến 21/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/25/2_46293049_masstelfami504gxanhla_1745580075832.jpg,Chính hãng đến 02/02/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/22/0_46079264_masstelfami504gxanhduong_1742616254941.jpg,Chính hãng đến 28/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/07/0_45877868_masstelfami504gxanhduong_1738906724177.jpg,Chính hãng đến 21/01/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/21/0_46155009_masstelfami504gden_1745243193564.jpg,Chính hãng đến 20/12/2025,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/07/0_45928935_masstelfami504gxanhduong_1738930758520.jpg,Chính hãng đến 02/02/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/01/25/0_45898641_masstelfami504gden_1737793882845.jpg,Chính hãng đến 12/12/2025,Có trầy xước,"Pin,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/23/0_46129180_masstelfami504gden_1742691935749.jpg,Chính hãng đến 12/01/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/23/0_46007554_masstelfami504gxanhduong_1740315513912.jpg,Chính hãng đến 01/02/2026,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/13/0_46240426_masstelfami504gxanhduong_1744547903277.jpg,Chính hãng đến 07/01/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/15/0_45947099_masstelfami504gxanhduong_1739626007251.jpg,Chính hãng đến 14/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,280.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/05/0_46052267_masstelfami504gxanhduong_1741183271698.jpg,Chính hãng đến 20/12/2025,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/04/0_46173422_masstelfami504gden_1743770779044.jpg,Chính hãng đến 27/02/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/22/0_46278392_masstelfami504gxanhduong_1745325426451.jpg,Chính hãng đến 15/02/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/02/26/0_46007978_masstelfami504gxanhla_1740552322897.jpg,Chính hãng đến 10/02/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/31/0_46160451_masstelfami504gxanhduong_1743384111032.jpg,Chính hãng đến 03/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/21/0_46274193_masstelfami504gxanhla_1745243699655.jpg,Chính hãng đến 28/02/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/27/0_46150677_masstelfami504gxanhla_1743049509550.jpg,Chính hãng đến 23/02/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/21/0_46121026_masstelfami504gxanhduong_1742550835602.jpg,Chính hãng đến 10/02/2026,Có trầy xước,"Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46276097_masstelfami504gden_1745639027196.jpg,Chính hãng đến 19/02/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/26/0_46135727_masstelfami504gxanhduong_1742997494110.jpg,Chính hãng đến 05/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,290.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/14/0_46247501_masstelfami504gxanhla_1744629305062.jpg,Chính hãng đến 16/02/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/04/11/0_46235827_masstelfami504gden_1744346212354.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/03/0_46170301_masstelfami504gden_1743669044512.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/15/0_46094936_masstelfami504gxanhduong_1742046564554.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/26/0_46244762_masstelfami504gden_1745636648587.jpg,Chính hãng đến 18/03/2026,Có trầy xước,"Pin, Sách hướng dẫn, Hộp, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused/posused/2025/03/17/0_46105353_masstelfami504gden_1742215192244.jpg,Chính hãng đến 11/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/25/0_46136841_masstelfami504gxanhla_1742882263029.jpg,Chính hãng đến 14/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh lá,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/13/0_46244296_masstelfami504gxanhla_1744538922289.jpg,Chính hãng đến 18/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/20/0_46121890_masstelfami504gden_1742473592136.jpg,Chính hãng đến 10/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/29/0_46256536_masstelfami504gden_1745935604157.jpg,Chính hãng đến 21/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/11/0_46229285_masstelfami504gden_1744364364884.jpg,Chính hãng đến 21/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/16/0_46100051_masstelfami504gden_1742111475534.jpg,Chính hãng đến 15/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,360.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/19/0_46262945_masstelfami504gxanhduong_1745026300247.jpg,Chính hãng đến 21/03/2026,Có trầy xước,Pin,Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46225608_masstelfami504gxanhduong_1745837109209.jpg,Chính hãng đến 06/04/2026,Có trầy xước,"Hộp, Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/16/0_46250550_masstelfami504gxanhduong_1744806911659.jpg,Chính hãng đến 09/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/18/0_46267110_masstelfami504gden_1744976584134.jpg,Chính hãng đến 11/04/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/28/0_46304568_masstelfami504gden_1745851962963.jpg,Chính hãng đến 31/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/03/29/0_46156050_masstelfami504gxanhduong_1743224103256.jpg,Chính hãng đến 27/03/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/01/7_46317522_masstelfami504gxanhduong_1746078985594.jpg,Chính hãng đến 27/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/16/0_46255405_masstelfami504gden_1744812176649.jpg,Chính hãng đến 14/04/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/22/0_46278583_masstelfami504gxanhduong_1745318560045.jpg,Chính hãng đến 22/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/06/0_46176073_masstelfami504gden_1743923224268.jpg,Chính hãng đến 24/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/29/0_46310563_masstelfami504gxanhduong_1745920782172.jpg,Chính hãng đến 27/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/30/0_46272367_masstelfami504gden_1745999944422.jpg,Chính hãng đến 24/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/05/02/5_46322827_masstelfami504gden_1746162811350.jpg,Chính hãng đến 27/03/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/30/0_46314889_masstelfami504gxanhduong_1746018576118.jpg,Chính hãng đến 13/04/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/17/0_46217732_masstelfami504gxanhduong_1744868003767.jpg,Chính hãng đến 07/04/2026,Có trầy xước,"Hộp, Pin, Sách hướng dẫn, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/19/0_46266080_masstelfami504gden_1745060920120.jpg,Chính hãng đến 14/04/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/25/0_46293884_masstelfami504gxanhduong_1745586013357.jpg,Chính hãng đến 02/04/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_46218872_masstelfami504gxanhduong_1744118007969.jpg,Chính hãng đến 08/04/2026,Có trầy xước,"Hộp, Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/08/0_46215476_masstelfami504gxanhduong_1744079689210.jpg,Chính hãng đến 27/03/2026,Có trầy xước,"Pin, Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Đen,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/17/0_46257302_masstelfami504gden_1744893925097.jpg,Chính hãng đến 27/03/2026,Có trầy xước,"Pin,Sách hướng dẫn,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
Điện thoại Masstel Fami 50 4G,Màu: Xanh Dương,370.000₫,600.000₫,https://cdnv2.tgdd.vn/posimageused//posused/2025/04/23/0_46283361_masstelfami504gxanhduong_1745387607129.jpg,Chính hãng đến 16/04/2026,Có trầy xước,"Pin,Hộp,Sạc liền đầu Type C",Unisoc T107 8 nhân,48 MB,128 MB,04/2024,1750 mAh
